CHILD_ID,PARENT_ID
LCV8-CDP,MMDV-5VC
LH6L-TDB,9SFH-ZQS
LCV8-CDP,MZ7H-HVP
LH6L-TDB,9Q9S-B99
LCV8-CDP,KDS4-7F2
LH6L-TDB,9QV1-DNT
LCV8-CDP,KNQY-7MS
LH6L-TDB,9W8V-QX6
LCV8-CDP,KNQY-7SC
LH6L-TDB,9WFC-83H
LCV8-CDP,L71Z-8KR
LH6L-TDB,9WF1-WR9
LCV8-CDP,LZZH-BWR
LH6L-TDB,9WKJ-8H6
LCV8-CDP,LZLP-P5C
LH6L-TDB,948W-MJ4
LCV8-CDP,LDJF-89K
LH6L-TDB,94KW-HYH
LCV8-CDP,LDJF-873
LH6L-TDB,9H7X-Y1V
LCV8-CDP,LJLS-S33
LH6L-TDB,9HC8-ZMB
LZ85-HPF,L8M5-G4R
LH6L-TDB,9H8F-GGF
LZ85-HPF,L667-1LK
LH6L-TDB,9HNV-LB5
LZ85-HPF,LJRS-7H6
LH6L-TDB,9HKD-3GK
936B-J52,936B-JRV
LH6L-TDB,9HGM-RVS
LH6L-TDB,9HPN-D4K
LH6L-TDB,9HBR-JGF
LH6L-TDB,9HB1-4T9
LH6L-TDB,9H1Q-YH1
LH6L-TDB,9H1T-ZRK
LH6L-TDB,9C9M-MVM
LH6L-TDB,9CQ1-S2H
LH6L-TDB,9CCN-TY1
LH6L-TDB,9C8K-JWW
LH6L-TDB,9C8K-JZP
LH6L-TDB,9C6D-Q3F
LH6L-TDB,KF8F-X74
LH6L-TDB,KFFM-6SK
LH6L-TDB,KFKG-W2T
LH6L-TDB,KFBW-91Z
LH6L-TDB,KFBW-918
LH6L-TDB,LHJR-WBW
24LC-Q78,24LC-Q7N
LH6L-TDB,LDHQ-4VM
24LC-Q78,24LC-Q7L
LH6L-TDB,LV8D-3LF
LZ2Z-YCW,MLR8-CTQ
LH6L-TJV,2MP2-WG9
LZ2Z-YCW,MLY3-CNF
LH6L-TJV,2MP2-WGS
LZ2Z-YCW,MRNV-27D
LH6L-TJV,LNFG-MN1
LZ2Z-YCW,MBQC-Y78
LH6L-TJV,LNFG-MJW
LZ2Z-YCW,99KB-MMW
LHR5-15Y,MMR1-G85
LZ2Z-YCW,9QSF-YFS
LHR5-15Y,MMR1-G68
LZ2Z-YCW,43D6-RHL
LHR5-15Y,MQTJ-DH1
LZ2Z-YCW,L4PM-5W6
LHR5-15Y,MBTC-JCM
LZ2Z-YCW,L8P7-X23
LHR5-15Y,M11C-2NH
LZ2Z-YCW,LVCR-L55
LHR5-15Y,9MM9-YRB
LZ2Z-YCW,LV68-C25
LHR5-15Y,9MDT-WV4
9H5K-372,9H5K-3TZ
LHR5-15Y,9975-MTM
LHGV-L3D,MMHC-MSB
LHR5-15Y,996J-B3S
LHGV-L3D,MSZF-F9Y
LHR5-15Y,996V-8KN
LHGV-L3D,MSZF-FS6
LHR5-15Y,99FT-5WC
LHGV-L3D,MS6S-2B4
LHR5-15Y,99Y3-QW1
LHGV-L3D,MS6S-216
LHR5-15Y,9ST4-XNN
LHGV-L3D,M3PR-98F
LHR5-15Y,932H-V7S
LHGV-L3D,MQ9C-ZB8
LHR5-15Y,9322-9N2
LHGV-L3D,MQ9C-ZBR
LHR5-15Y,93PL-TWR
LHGV-L3D,MQTH-F4V
LHR5-15Y,94T4-BVG
LHGV-L3D,M7H6-MYF
LHR5-15Y,9HQ5-XZL
LHGV-L3D,M7H6-MBJ
LHR5-15Y,9HZK-761
LHGV-L3D,MWR1-BXB
LHR5-15Y,9H24-669
LHGV-L3D,M4GN-3G8
LHR5-15Y,9C9T-TDL
LHGV-L3D,M4BG-YQY
LHR5-15Y,9C76-13H
LHGV-L3D,M4BG-Y78
LHR5-15Y,9CCC-85J
LHGV-L3D,MHW9-BKK
LHR5-15Y,9CFT-88Y
LHGV-L3D,MHPD-8NF
LHR5-15Y,9CFT-8F3
LHGV-L3D,MHPD-8N1
LHR5-15Y,9CNX-GBX
LHGV-L3D,MH52-747
LHR5-15Y,9CNB-TSR
LHGV-L3D,MH52-74X
LHR5-15Y,4S3W-LTF
LHGV-L3D,MHRG-F56
LHR5-15Y,KFBD-5D7
LHGV-L3D,MHRG-F5Y
LHR5-15Y,KLQD-X1Y
LHGV-L3D,M8HW-PS6
LHR5-15Y,KLQD-F9Y
LHGV-L3D,M8HW-PS5
LHR5-15Y,2WXG-KFK
LHGV-L3D,M8GP-B25
LHR5-15Y,2WXG-K2P
LHGV-L3D,MDV9-P1L
LHR5-15Y,L43W-S9Z
LHGV-L3D,MDV9-5M7
LHR5-15Y,LHGS-ZHV
LHGV-L3D,MDVQ-9BC
LHR5-15Y,LCC2-SJ6
LHGV-L3D,M6QC-MBF
LHR5-15Y,LCZ6-1QR
LHGV-L3D,M6QC-MB1
LHR5-15Y,LCZF-CF4
LHGV-L3D,M6CC-QVZ
LHR5-15Y,LZJB-76Z
LHGV-L3D,M6KX-5DZ
LHR5-15Y,LZKH-FQ5
LHGV-L3D,M6KX-5DT
LHR5-15Y,LZ2D-XV5
LHGV-L3D,MXC1-V6S
LHR5-15Y,LZG3-LKK
LHGV-L3D,MXC1-V66
LHR5-15Y,LJNG-C8M
LHGV-L3D,MX2R-2BS
LHR5-15Y,LJNG-CDD
LHGV-L3D,MX2R-2B6
LHR5-15Y,LJ5G-Y6W
LHGV-L3D,MFMG-CZJ
LHBG-FJW,M873-44B
LHGV-L3D,MFMG-C89
LHBG-FJW,M5X3-W9G
LHGV-L3D,MNY9-DZ8
LHBG-FJW,M5X3-WSH
LHGV-L3D,MNY9-DZV
LHBG-FJW,999M-G26
LHGV-L3D,MJXV-C2P
LHBG-FJW,999M-G2L
LHGV-L3D,MJXV-CL4
LZ63-JHC,LF4V-DMG
LHGV-L3D,MJXV-CL6
LXMD-15Q,LXM6-MLX
LHGV-L3D,MJXV-CRF
LHGV-L3D,MJXV-CRT
MVHL-7QM,MVQ8-3C4
LHGV-L3D,MJPC-WCB
MVHL-7QM,MRHN-C95
LHGV-L3D,MJR6-RF1
9CFD-LNF,9CFD-LNK
LHGV-L3D,MJR6-RNC
2WNH-34M,M14K-JM4
LHGV-L3D,MV2T-8QX
2WNH-34M,M14K-JMX
LHGV-L3D,MV2T-8QB
2WNH-34M,9HT1-5LX
LHGV-L3D,MKQ3-XY8
2WNH-34M,2SQ7-VKK
LHGV-L3D,MKXC-N78
2WNH-34M,L4Y9-BWM
LHGV-L3D,MKXC-N75
2WNH-34M,LN4M-P8W
LHGV-L3D,MKXC-N4S
2WNH-34M,LN5B-6L6
LHGV-L3D,MKXC-N4H
2WNH-34M,LN5B-6G9
LHGV-L3D,MGZP-X9T
L6F7-3L3,MVQ8-3HG
LHGV-L3D,MGY7-8T9
LVY9-NQT,MHV1-4H4
LHGV-L3D,MPJJ-QF6
LVY9-NQT,M8KH-9CB
LHGV-L3D,MPJJ-QKL
LVY9-NQT,MFTY-CZ9
LHGV-L3D,MPGK-Q91
LVY9-NQT,MFTY-CZ5
LHGV-L3D,MPGK-QSF
LVY9-NQT,MFBH-3XD
LHGV-L3D,M5KM-JR9
LVY9-NQT,MFBH-3YM
LHGV-L3D,M5KM-JRX
LVY9-NQT,MTJ4-CB6
LHGV-L3D,MR8S-72D
LVY9-NQT,MTJ4-CBT
LHGV-L3D,MR8S-75F
LVY9-NQT,98GP-NHH
LHGV-L3D,MRDM-DD7
LVY9-NQT,WB3N-PD7
LHGV-L3D,MRT5-KNN
LVY9-NQT,LSSS-3Y1
LHGV-L3D,MB3C-MN5
LVY9-NQT,LCM6-KTQ
LHGV-L3D,M1H6-C8V
LVY9-NQT,LX8K-QMX
LHGV-L3D,M1H6-CDF
L7NX-67M,MC9N-6P9
LHGV-L3D,997X-Q2S
L7NX-67M,L4DG-VXH
LHGV-L3D,99BF-4VY
LHGV-L3D,936X-G1L
LHGV-L3D,936X-PMC
LHGV-L3D,93X5-JXH
LHGV-L3D,932C-FXH
LHGV-L3D,932J-PY6
LHGV-L3D,932J-PB3
LHGV-L3D,93G2-8ZK
LHGV-L3D,93BB-3H1
LHGV-L3D,9761-VYW
LZL2-H17,KV9T-517
LHGV-L3D,9WV2-YNR
LZL2-H17,KV9T-51W
LHGV-L3D,9WPZ-5DV
LZL2-H17,LXT1-B1R
LHGV-L3D,9WR4-XF4
LZL2-H17,LXT1-1W9
LHGV-L3D,94WR-3L7
MTWY-VRM,L7BX-YM7
LHGV-L3D,94TT-NB2
MTWY-VRM,L7BX-YSY
LHGV-L3D,9HQB-379
MTJG-RKY,M321-FXN
LHGV-L3D,9HPV-2J4
MTJG-RKY,MTJG-R2X
LHGV-L3D,9HRM-7HD
MTJG-RKY,K1XH-8YX
LHGV-L3D,KZVX-J87
MTJG-RKY,LFKL-WKD
LHGV-L3D,KNQX-2SG
LHRM-WGK,LHRM-WJY
LHGV-L3D,LJRZ-GX9
LHRM-WGK,LCR5-3PQ
LDV3-3DP,LDV3-32Q
K23G-5ZN,96YG-WH9
LDV3-3DP,L6R2-9S1
K23G-5ZN,L8WL-ZG9
94RS-X9D,94RS-X9K
LC56-W6Z,MP1Q-R1T
94RS-X9D,94RS-X9P
LC56-W6Z,9C46-B9S
LC56-W6Z,LZFZ-HLQ
L8Y4-4D7,MZRQ-GYT
LDTV-M3T,9W54-86Z
L8Y4-4D7,MZRQ-GBN
LDTV-M3T,LCMF-R5K
L8Y4-4D7,9D4D-DSN
L8HB-S8V,M681-97V
L8Y4-4D7,K23G-5ZW
L8Y4-4D7,LX3N-68Y
L8Y4-4D7,LJMW-4D7
L8HB-S8V,KZ9T-9SX
KN6T-TR4,LCX3-LFJ
L8HB-S8V,KNH3-4ZG
KN6T-TR4,LZZN-2R2
L8HB-S8V,L759-XXG
LZ8G-HTC,9NT2-YPH
L8HB-S8V,LZ8V-16N
MQXX-H9P,M9QC-FYJ
L8HB-S8V,L853-7GP
MQXX-H9P,KHTC-V8Y
LXSY-9HS,LH7V-N3V
9HJH-JWC,9HJH-JW8
9H21-79V,KDBG-BRH
L65Y-38M,2QB5-K7R
MXGF-ZFL,9CWR-TQX
L65Y-38M,2QB5-27X
MXGF-ZFL,9CFT-3RW
L65Y-38M,LDV7-75G
MPKY-8X4,93T8-Q8H
L65Y-38M,LDV7-7TN
MPKY-8X4,9425-JKG
L65Y-38M,LN95-1RW
MPKY-8X4,94G4-FRZ
L65Y-38M,LN9R-MFC
MPKY-8X4,94G4-FTM
LJ1T-7MX,9JQ7-D1Y
MPKY-8X4,94TH-1DN
LJ1T-7MX,LJ1T-7WK
MPKY-8X4,9CCK-FYM
L7F8-J8B,K23R-JL3
MPKY-8X4,9CZN-VCH
L7F8-J8B,L7BV-8PK
MPKY-8X4,9CZN-VCJ
L7F8-J8B,LHK3-23V
MPKY-8X4,9ZHD-X8V
KLFC-732,M5D6-NRR
MPKY-8X4,9ZCD-38N
KLFC-732,94ND-3TG
MPKY-8X4,9N75-WRR
KLFC-732,94ND-CSL
MPKY-8X4,KNX1-274
LCF8-1SV,MWSG-2GL
MPKY-8X4,LZZK-P5F
LCF8-1SV,MWSG-2PJ
93MF-PKL,93MF-5R5
LCF8-1SV,L41Z-821
L6RD-1VQ,9X9M-DVM
LCF8-1SV,LCZC-2Z7
L6RD-1VQ,L71J-6ZX
LCF8-1SV,LC83-27Y
LCFX-99V,LHVK-CKR
LCF8-1SV,LZKC-GSX
LCFX-99V,LHVK-CLX
LCF8-1SV,LZKC-G78
M6SF-HD3,MHTK-8TP
LCF8-1SV,LDJN-Z2Q
M6SF-HD3,9684-FWZ
LZV7-DLG,MSS3-PYH
M6SF-HD3,9X1S-K3M
LZV7-DLG,MJZ1-ZPX
M6SF-HD3,CMRZ-BSK
LHFK-D71,LHFK-6S5
M6SF-HD3,KNXZ-Z1X
LHFK-D71,LHFK-6Z8
M6SF-HD3,2CT1-5BD
KHTZ-7M4,M9KY-83J
M6SF-HD3,LCZV-KTP
KHTZ-7M4,MTLS-MPG
M6SF-HD3,LCV5-5DD
KHTZ-7M4,4B7Y-WLL
M6SF-HD3,LCRS-B2Z
KHTZ-7M4,LHSS-1KS
M6SF-HD3,LXRN-NY5
KHTZ-7M4,LZZ3-K73
M6SF-HD3,LFBX-TDK
KHTZ-7M4,LNGH-RFG
9HV2-WHT,LH8F-YS6
KCLM-GNK,MY7C-WZG
9HV2-WHT,LK39-6SG
KCLM-GNK,KZH6-HJK
LVZ6-KGD,MT25-HW9
9Q8W-Y94,KN74-C41
LVZ6-KGD,4B7J-V7D
LHFD-1ZS,K2FS-MYL
KFR4-9K3,LVPV-MCH
LHFD-1ZS,LCPP-MW6
KFR4-9K3,LVPV-MCT
LZDX-FVW,LHXW-7G6
LZDX-FVW,L6K1-CXQ
KNZ4-BBS,LHDP-QFF
27SX-RP2,LVZX-65V
KNZ4-BBS,LCGR-74Y
27SX-RP2,LVG9-M5M
KNZ4-BBS,LZXH-TYW
LZKP-8YT,M115-YVD
KNZ4-BBS,LZXH-YSS
LZKP-8YT,LCV4-7TV
KNZ4-BBS,L6CG-3VJ
LZKP-8YT,LCVF-J2Q
M681-97V,M7NJ-Y73
LZKP-8YT,LC1T-P9M
M681-97V,K8PG-4ZN
LZKP-8YT,LZ4V-BDR
LH75-VJD,L8QL-JLB
LZKP-8YT,LZX9-N48
LH75-VJD,LNW6-Y3P
LZKP-8YT,LZVC-N9Z
LH75-VJD,LJWG-M8S
LZKP-8YT,LZVC-N8M
LZFL-WD1,L4K5-1S1
LZKP-8YT,LZK4-NRF
LZFL-WD1,L4KR-W3V
LZKP-8YT,LZKP-8FQ
LZFL-WD1,L8SW-YM6
LZKP-8YT,LDJC-6GY
LZFL-WD1,LXYP-D4M
LZKP-8YT,LN9R-97T
LZFL-WD1,LVZ8-1C1
LHWC-HJF,9DCB-K7Q
LZFL-WD1,LVZ8-1GK
LHWC-HJF,9DCB-K7W
LVMW-2KP,LZXJ-65Z
LHWC-HJF,LZXJ-XMY
KJWD-WTG,M5K7-1R6
KJWD-WTG,9WMG-46F
KJWD-WTG,KCZ5-5G6
LHDY-BK9,MH8Z-SQV
LHDY-BK9,MH8Z-S73
LHDY-B2T,MXMN-6J4
LHDY-B2T,LX3J-TC6
LCRJ-7B2,KJWD-W21
9KDH-M32,KHSM-6KM
LCRJ-7B2,KJWD-WLZ
9KDH-M32,KHZK-QPC
L4HH-XGB,L4HH-XD1
9KDH-M32,LCC3-NLL
L4HH-XGB,L8S4-WRC
LZ97-ZVL,M46G-2M1
LZR5-KL1,K2SW-KD5
LZ97-ZVL,MJ3L-L4T
LZR5-KL1,L62C-P9Y
LZ97-ZVL,MJ3L-LH3
LZR5-KL1,LX46-T6D
LZ97-ZVL,M2J8-W6X
LH2C-9JJ,MCFS-1G6
LZ97-ZVL,9S97-7XD
LH2C-9JJ,MCFS-1G2
LZ97-ZVL,9S97-7FX
LH2C-9JJ,LHXH-LM1
LZ97-ZVL,9C8P-32D
LH2C-9JJ,L6LY-DN1
LZ97-ZVL,9C8P-3LL
LH2C-9JJ,LFL3-V6N
LZ97-ZVL,4RCX-GBL
LH2C-9JJ,LVH2-58P
LZ97-ZVL,C965-VRP
LCJF-QW4,LQR4-N5C
LZ97-ZVL,KN3V-JKZ
LCJF-QW4,L7T1-9LW
LZ97-ZVL,LHB5-BKV
LCJF-QW4,LHDY-CMR
LZ97-ZVL,LCTN-ZCM
LCJF-QW4,LHDY-DGP
LZ97-ZVL,LZ8R-WWQ
LCJF-QW4,LZXM-6WB
LZ97-ZVL,LZDF-6V7
LCJF-QW4,L8WT-H89
LZFW-F72,MBYK-MNH
LCJF-QW4,LVNM-BVY
LZGK-NNF,LZYX-315
L8BD-L73,LJVH-CL1
9C6J-1Q6,9C6J-1QN
L8BD-L73,LVFJ-3PR
9C6J-1Q6,9C6J-1QV
LVN1-N8Q,LVN1-VSJ
KL1V-2T7,KP44-1L8
LVN1-N8Q,LVN1-K4F
KL1V-2T7,LF64-P8X
LVN1-N8Q,LVYV-WMN
LC5T-QBF,LC5T-QPX
LVYV-QTN,KNH4-C94
LC5T-QBF,LC5T-79G
MM46-6DF,9KM8-5BP
MM7X-875,MM7X-Q2F
MM46-6DF,LV7B-GTV
MM7X-875,MM7X-87W
9H1T-ZRD,L7V9-MJJ
MM7X-875,LZYT-P92
9H1T-ZRD,L8HV-PW9
KWZ6-6T3,KWZD-KY8
MXPX-V21,MKPQ-3ZW
KWZ6-6T3,KWZD-KY6
MXPX-V21,LH5L-T95
KWZ6-6TQ,KWZW-1RZ
L6H4-WLS,LJGM-V2D
KWZ6-6TQ,KWZW-1TB
L6H4-WLS,LJGM-VTR
KWZ6-6TQ,L6WS-ZGF
L6H4-WL6,LXS6-6J3
L6H4-WL6,LXS6-6P2
LZGG-CD7,LW62-5CM
LZ64-FCG,D1BH-4CK
LZGG-CD7,LZQR-M9C
LZ64-FCG,L623-X87
KHC8-C3Z,KT9J-NBK
LDLM-KVN,9C9C-ZSM
KHC8-C3Z,L74R-J21
LDLM-KVN,9K27-Q4M
KHC8-C3Z,LWDM-P1T
LDLM-KVN,LC8X-1LS
KHC8-C3Z,LWDM-P1Y
LDLM-KVN,LZD4-CM7
KHC8-C3Z,LJJF-6XJ
LDLM-KVN,LZD4-C3T
K41W-27J,9Z8T-K99
LDLM-KVN,LXVG-PCC
K41W-27J,279B-W2V
LDLM-KVN,LJ9Z-ZG7
LHN3-ZNK,MDFS-PTF
LDLM-KVN,LJ9Z-XMB
LHN3-ZNK,M13G-J1H
L6QF-MH2,L6QF-ML6
LH5P-ZTJ,M9DX-MR3
LHZT-RP7,KGCC-NQ4
LH5P-ZTJ,MFR3-M1N
LHZT-RP7,KGCC-N7W
LH5P-ZTJ,M2P1-J4H
KNSD-XVB,KHPB-5WP
LH5P-ZTJ,M2P1-J4L
KNSD-XVB,LJVW-VXV
LH5P-ZTJ,MLY9-L5W
LH68-JCD,LJYL-VZH
LH5P-ZTJ,9MT4-GKM
LH68-JCD,LVTC-DSJ
LH5P-ZTJ,9951-RKF
941C-JG9,L8HV-1F7
LH5P-ZTJ,93ZL-676
941C-JG9,L8HV-1YF
LH5P-ZTJ,93BY-WDT
LD9Y-8DC,L81X-YF1
LH5P-ZTJ,9ZCR-2RT
LD9Y-8DC,LDS9-TLK
LH5P-ZTJ,K4J7-1XH
KHD3-LYR,9KXZ-3WQ
LH5P-ZTJ,KXMC-XXX
KHD3-LYR,LDS9-YJS
LH5P-ZTJ,23JZ-7BB
LDS9-TT3,29M1-YQT
LH5P-ZTJ,LHJ9-SX9
LDS9-TT3,LDS9-YRY
LH5P-ZTJ,LC51-68H
LDS9-TT3,LDS9-BQ7
LH5P-ZTJ,LZTC-YP9
LDS9-TT3,LJ1G-1GM
M87X-VXM,9MY8-ML4
LVY9-RN4,MRZK-CXM
M87X-VXM,9CX4-41H
LVY9-RN4,LV15-SZG
M87X-VXM,9CJC-9YR
KD1H-R98,LZPS-2D3
M87X-VXM,LZPZ-2GX
KD1H-R98,L669-RXS
M87X-VXM,LDSQ-GJK
M87X-VXM,LFK9-Q4L
M87X-VXM,LVPG-NCP
M87X-VXM,LVPG-N81
28BN-9PR,2ZMZ-Y9H
LXSY-MVG,LXSY-9NW
LXSY-MVG,LXSY-9KV
K2XD-RPC,LCRQ-NVZ
K8PM-HZM,9J76-F5W
K2XD-RPC,LDKW-C2D
K8PM-HZM,9J76-F5C
2BWM-M49,LVFL-ZTG
2BWM-M49,LVFL-866
LCXS-JR8,KHDP-5J5
LCXS-JR8,KCNR-8X7
LZVM-6MJ,L71N-1G1
LZVM-6MJ,L6KV-FY4
LZVM-6MJ,L6KV-FYZ
9SWZ-QX6,9SWZ-QF6
LZVM-699,4F3Z-PB3
9SWZ-QX6,9SWZ-QF1
LZVM-699,KLGC-C5P
LVYZ-5JW,L6FH-T6X
27SB-VQ2,KGSN-MGY
LVYZ-5JW,LXMR-FWH
27SB-VQ2,L7FS-J68
LVYZ-5JW,LFD9-F51
27SB-VQ2,LZP7-KFV
MDKW-GN3,KD1L-5HJ
27SB-VQ2,LZP7-2TZ
MDKW-GN3,K6SP-YTB
27SB-VQ2,LZP7-L36
LZNY-RDQ,9QQN-TWL
27SB-VQ2,LZP7-LQY
LZNY-RDQ,9FK6-T83
LZ4F-2HT,LCTZ-2R7
LZNY-RDQ,L7XK-NXM
LZ4F-2HT,LZM1-R92
LZNY-RDQ,L7XG-NCL
LHS4-QN6,94NP-L6S
LZNY-RDQ,L7XP-Q7T
LHS4-QN6,LW1B-VN9
LZNY-RDQ,LHKW-3TT
LZDR-Q4W,9N1T-J4F
LZNY-RDQ,LHKW-W4K
LZDR-Q4W,LZFW-212
LZNY-RDQ,LH2R-QG4
LVXR-5TH,L7LK-8NF
LZNY-RDQ,LZ5J-XFR
LVXR-5TH,LZL5-ZYL
LZNY-RDQ,LJGF-KYJ
LKSM-W3K,LKS9-5TL
L8MM-LJ9,L8MM-L8Y
LKSM-W3K,LKSC-G4W
LCCJ-MKC,KLXP-WPQ
LKS8-J1V,LKS8-K3D
LCCJ-MKC,KLXP-W1T
LKS8-J1V,LKS8-LSZ
LZCG-8P9,LVGX-QZD
93B2-FSC,93B2-FQ3
M59R-31Q,LC37-KYD
93B2-FSC,93B2-FQY
LHCF-D4S,M6DR-BP5
LZVY-JH4,9SKT-XBB
MBT7-JGX,LHTZ-DN3
LZVY-JH4,LH2W-K92
MBT7-JGX,LD56-WZH
LK9S-1LK,LC3Q-GTN
L87B-SPF,KLTH-1PL
LK9S-1LK,LZLB-TMP
L87B-SPF,KLTH-15M
MHBC-CSG,M9FD-ZK9
L87B-SPF,LHW4-J2N
MHBC-CSG,MQBL-V59
L87B-SPF,LHDC-5QM
KG8R-PDK,KG8R-PF3
ML5T-86Q,LK7D-L2T
KG8R-PDK,L8MR-V55
MB1R-Z5Y,MB1R-ZR1
KG8R-PDK,L6Q5-RQH
KG8R-PDK,LVN6-88N
KG8R-PDK,LVPF-3ZR
LC8C-WY9,LV47-1LZ
KFJB-LK6,LCLM-TTF
KFVM-5P4,M9QQ-6DZ
KFVM-5P4,94NP-82G
L7BX-Z53,9HPP-3X5
KFVM-5P4,LDM7-L1W
L7BX-Z53,KFR5-HNQ
KFVM-5P4,LDM7-L1N
L7BX-Z53,245D-QK8
LC72-VB4,L83G-ZHL
L7BX-Z53,L7JG-X1X
LC72-VB4,LV9X-SCF
L7BX-Z53,LZXP-5CH
LC72-VB4,LV9X-3PZ
L7BX-Z53,LZPT-C5G
LC8M-NS2,L4MK-M1R
L44S-7RC,9HFL-57F
LC8M-NS2,L4MK-9C6
L44S-7RC,9HFL-57N
LC8M-NS2,LC7V-N3G
L44S-7RC,KHDJ-WWB
LC8M-NS2,LC7V-N77
LHLN-MSC,MNQ8-BSJ
MRVX-FKZ,MRVX-F55
LHLN-MSC,K235-JV3
MRVX-FKZ,99W6-G2Z
LHLN-MSC,LH6Q-CZT
MRVX-FKZ,9S2Z-SJV
LHLN-MSC,LVQ6-H4X
MRVX-FKZ,27S3-C7N
LCCC-486,K6H8-P58
MRVX-FKZ,28TD-ZKS
LCCC-486,LH1Q-NH6
MRVX-FKZ,2JFD-49F
LCCC-486,LZLC-PV9
MRVX-FKZ,L7B7-RMD
LCCC-486,LVNL-KTK
MRVX-FKZ,LVH1-B7Q
LCFC-Z8C,KC6N-7PP
MRVX-FKZ,LVH1-BW4
L8S7-BXP,L786-HNZ
LH3C-WHF,LH58-YTP
L8S7-BXP,LHQX-27S
LH3C-WHF,LX6Y-717
L8SW-MVN,MBSF-NTF
LD51-M2S,MLMB-FSW
L8SW-MVN,L6QG-J6H
LD51-M2S,LZP8-D74
L8SW-MVN,LNRN-22C
LD51-M2S,LZP8-DWN
L8SW-MVN,LJYF-8DF
LD51-M2S,L811-371
L8SW-4PZ,LDLF-MBR
LD51-M2S,LFH6-T6Z
L8SW-4PZ,LDLF-96H
LD51-M2S,LFH6-TBM
MMD8-1J7,L8WH-ZHH
LD51-M2S,LNTN-WKQ
MMD8-1J7,LN8N-VHK
LD51-M2S,LNTN-4BF
KCGJ-WZS,KN4W-RSB
LFZD-QRC,MM4N-WC3
KCGJ-WZS,L7XY-CFX
LFZD-QRC,LZP8-DSV
LFZD-QRC,LZP8-DQM
LFZD-QRC,L85B-3P6
LFZD-QRC,LFH6-Y98
LFZD-QRC,LFH6-BMT
LFZD-QRC,LNTN-4W5
LFZD-QRC,LNTN-4ZQ
MQM2-92H,MQM2-9B4
L817-3BW,LWWY-8QT
L696-TCX,LDZV-TDZ
L817-3BW,LHW6-L16
L696-TCX,L696-TVT
9QJ7-9CP,9QJ7-9XB
9Z42-NZS,LVY2-9FD
274J-WBP,MZZC-9RW
97XW-F7N,9MWH-LKH
274J-WBP,93QF-7PX
97XW-F7N,LK9S-7KW
274J-WBP,93QP-JHN
9VP7-8MR,MCPW-LKW
274J-WBP,9WPR-SCJ
274J-WBP,9H5Y-B5S
274J-WBP,9Z4L-FSP
8P6S-HXY,LCXZ-N7Q
274J-WBP,27RW-QPS
8P6S-HXY,L81F-19L
LV8D-JZ8,LVTF-K2Y
LC5Z-ZXN,9VR8-XG4
LC5Z-ZXN,9V1P-87G
LQ5H-142,LHG8-VD4
LKSV-WVQ,LKSV-HP7
LQ5H-142,LHG8-V6H
LKSV-WVQ,LKSL-9V2
L4JM-VR9,KL6H-FCZ
L6CF-XQB,M91N-1VM
L4JM-VR9,KL6H-FZL
L6CF-XQB,L75D-JVF
M37Y-37G,M82L-2C7
MX34-846,KC14-Y43
M37Y-37G,KN7J-GPY
LH3J-PH2,LHZ1-N59
M37Y-37G,LZDZ-9G9
LH3J-PH2,LC7H-VSZ
M37Y-37G,LDR2-SQD
LHZ1-NB6,9VL1-KFQ
M37Y-37G,L61P-2WX
LHZ1-NB6,9VL1-KFW
M37Y-37G,LJR7-VKJ
LZZ7-HSG,2K9Z-MWB
LZPP-S6X,LCJX-7VB
LZL3-24T,LH57-ZPR
LZPP-S6X,L8SG-2MN
LZL3-24T,L63L-SH3
L6JX-WLH,LHG9-FN5
LJ2D-PDK,L8MB-8DR
L6JX-WLH,LV7B-XLK
LJ2D-PDK,L8MB-8DT
LV8S-MPS,LZ21-DQL
LJ2D-PDK,LJ2W-WHP
LV8S-MPS,LZTV-D3X
LJ2D-PDK,LVCJ-74R
LV8S-MPS,LDRK-KMW
LJ2D-PDK,LVYT-1BB
LV8S-MPS,L61G-892
9CQ8-ZHP,9MX6-CWB
LV8S-MPS,LJLM-B8N
9CQ8-ZHP,9HVW-9QZ
9ZCY-LJL,9CWK-SGD
9ZCY-LJL,9CZY-5TT
9ZCY-LJL,9CZY-5YM
KF2Y-SYB,MY5S-QSD
KF2Y-SYB,9H19-F5S
KF2Y-SYB,9H1W-FY2
KF2Y-SYB,9CMT-JGK
KF2Y-SYB,9CCB-RT3
KF2Y-SYB,4NX8-GKS
LV1S-LJ3,LVZF-3B2
KF2Y-SYB,KZZW-7XZ
KF2Y-SYB,KZTK-L7R
KF2Y-SYB,L4TS-P69
KF2Y-SYB,LHGX-QQF
MR2V-RXM,MFJD-JFZ
KF2Y-SYB,LHRW-4KF
MR2V-RXM,MNSS-ZH2
KF2Y-SYB,LCZ6-L5Z
MR2V-RXM,M17F-K1H
KF2Y-SYB,LZDR-GST
MR2V-RXM,94YS-9ZT
KF2Y-SYB,L6DG-LHC
MR2V-RXM,9C77-JZN
KF2Y-SYT,M761-RZB
MR2V-RXM,KZMK-BSQ
KF2Y-SYT,M664-RRV
MR2V-RXM,KZCZ-PHL
KF2Y-SYT,M664-RTR
MR2V-RXM,K6H9-NTZ
KF2Y-SYT,MFRD-BM4
MR2V-RXM,KFPN-Q26
KF2Y-SYT,MJHB-6ZM
MR2V-RXM,KFBZ-5VN
KF2Y-SYT,MJHB-6Z1
